0,20000,6428.325869321823,321.4163,126.6148,1467.722,3974.509
1,20000,10003.051809549332,500.1526,122.1411,3100.703,7737.407
2,20000,4408.889251708984,220.4445,91.91227,1107.628,2755.124
3,20000,4279.387627124786,213.9694,90.08098,1085.345,2633.575
4,20000,4228.433318376541,211.4217,87.54826,1155.083,2501.908
5,20000,6502.0366797447205,325.1018,128.3774,1564.823,4063.468
6,20000,10276.883613348007,513.8442,120.9373,4397.762,7664.985
7,20000,4485.725903511047,224.2863,94.21492,992.727,2881.784
8,20000,4403.304244279861,220.1652,91.19225,1055.291,2759.639
9,20000,3961.1277554035187,198.0564,86.23791,974.4444,2481.97
10,20000,6409.91832780838,320.4959,124.1341,1748.199,4059.86
11,20000,9837.238028049469,491.8619,121.7268,4085.416,7597.871
12,20000,4727.144517183304,236.3572,97.0633,1122.403,2864.562
13,20000,4313.054164648056,215.6527,93.50705,931.1447,2758.536
14,20000,4145.470772027969,207.2735,90.59906,927.8734,2596.846
15,20000,6694.829301357269,334.7415,129.9095,1878.825,4084.097
16,20000,9874.657939195633,493.7329,122.5486,4482.452,7667.663
17,20000,4716.048610687256,235.8024,100.6351,1105.447,2967.221
18,20000,4487.026942014694,224.3513,97.08762,1005.26,2813.827
19,20000,4257.108646869659,212.8554,91.41231,1104.825,2503.342
20,20000,6357.004409074783,317.8502,130.8854,1696.008,3982.3
21,20000,9945.15491104126,497.2577,122.6356,4598.968,7625.504
22,20000,4466.335087776184,223.3168,95.78443,974.2877,2974.233
23,20000,4305.729598283768,215.2865,95.07942,991.6456,2785.723
24,20000,4097.513700008392,204.8757,89.1552,982.8897,2660.075
25,20000,6429.733784914017,321.4867,130.6026,1868.939,4011.595
26,20000,9850.361230373383,492.5181,122.1807,4587.539,7563.641
27,20000,4525.578160047531,226.2789,96.76218,1086.423,2943.968
28,20000,4360.061661481857,218.0031,93.67561,988.7722,2826.806
29,20000,4170.5508024692535,208.5275,90.90114,1059.028,2667.399
30,20000,6402.959588766098,320.148,126.8516,2139.612,4029.957
31,20000,10407.778981924057,520.3889,121.7148,4896.911,7593.286
32,20000,4630.144222021103,231.5072,97.38469,1277.88,2953.808
33,20000,4420.427121162415,221.0214,96.20547,1071.347,2831.738
34,20000,4120.6303453445435,206.0315,90.54518,1014.482,2701.899
35,20000,6650.752442359924,332.5376,124.8608,2418.678,3988.312
36,20000,10247.259943246841,512.363,123.8816,4983.761,7764.586
37,20000,4678.839484214783,233.942,99.94721,1383.143,2967.615
38,20000,4625.952590227127,231.2976,98.51718,1256.743,2829.787
39,20000,4355.349587202072,217.7675,93.48464,1145.547,2727.709
